username,role,course_id,slug_id,slug_type,title,nposts,body,code
Astrosharp,Student,UBCx/Climate1x/2T2016,5749e613f012b7055c000418,initial_post,Very Simple Climate Model in a Spreadsheet,1,"Hi all,
 
 I was interested in the 'Very, Very Simple Climate Model' that we looked at in Module 5. I had a look around the UCAR website that the Flash model is on and I found a page that described the equations that are behind the model, and I thought I might have a go at implementing my own version of the model in an Excel spreadsheet.
 
 The details of the equations (there are quite simple) are here: http://eo.ucar.edu/staff/rrussell/climate/modeling/co2_climate_model_activity.html
 
 You can download my version in an Excel spreadsheet from my website here: http://www.astro-sharp.com/temp/ubcx/VerySimpleClimateModel_1.xlsx
 
 There are 2 sheets in the Excel workbook. The main one is called 'Model' and this is where the figures of CO2 level and temperature are calculated according to the equations on the UCAR website and there is also as chart. The secind sheet called 'Parameters' has the various input values that the model needs. You can change these and see the effect on the figures in the model.
 
 It looks like the proper version on the UCAR website has got some more refined factors in the model because the CO2 levels go down over the years if you set the CO2 emissions parameter to zero, whereas in my simple version they just level off.
 
 I found it interesting that the equations are not fundamental physics like the Stefan-Boltzmann law for example but rather there are empirical equations based on observations and measurements.
 
 It took about an hour to do this - feel free to add more sophistication into it. I'd like to add the function so that the model represents the absorption of CO2 by the oceans for example.
 
 Ian",t
Astrosharp,Student,UBCx/Climate1x/2T2016,573758e542c3ca052d0000bb,initial_post,Local Temperature Anomalies,6,"Hi,
 I found the exercise near the end of Module 2 to be very interesting. I live in the central part of the south coast of England and I found it easy to find monthly average temperature data for this part of England because the UK Met Office seems to keep good records and publishes them in an easy-to-find way. I wondered how easy others found it to find the data they needed for this excercise?
 
 Also, my result was that the anomaly for April 2016 was almost zero - i.e.almost exactly the same as the 1980's average, but April has been really cold here in the UK because we have had an unusual Easterly and sometimes Northerly airflow over much of the country. Everyone has been moaning! I tried the same thing for last December and the anomaly came out at +5.1C. The winter in the UK was incredibly mild with people wearimg shorts in balmy 16C temperatures.",t
shahidaly88,Student,UBCx/Climate1x/2T2016,573073e97e622b051e0009e7,initial_post,Greetings,0,"Hello everyone!!
 I am Shahid Ali Khan from Pakistan, working as a disaster educator and response professional with an INGO. As a disaster managing professional knowledge regarding Climate change is very important and it's potential impacts. I am passionate about climate change and acquire more scientific knowledge regarding climate change.
 Cheers :-)",s
gallegoj,Student,UBCx/Climate1x/2T2016,572bb1a3d1115505420008f5,initial_post,Greetings from Colombia,4,"Hello EDX members,
 
 I am Julián Gallego, I am mechanical engineer and I have decided to take this course because this is a important issue which we must be aware for the next decades.
 
 Talking about the question, the role the science plays in decision-making is vital. I think the science is the meaning of the evolution and our planet is evolving according to our activity or habits. If you consume more food we produce more waste. If you consume more food we produce more wastes. Thus, the agriculture and livestock would increase if we keep consuming more and more food, and we would finally be increasing the greenhouse emissions.
 
 And this is just one subject of this field. There are many others that I believe we will be discussing the next weeks.
 
 All thoughts are welcome here.
 
 Thanks.",t
tyde8201,Student,UBCx/Climate1x/2T2016,5787c11e222e770560000234,initial_post,Meet and decision-making post,0,"Hello, my name is Ty and I am taking the archived class right now to help me prepare for an upcoming class I will be taking in the fall. 
 
 I think that science needs to have a bigger role in decision making, especially when it comes to data. Scientists research things for a living and know more about what's going on than the average joe. By utilizing scientists and their findings, it's easier for policy makers to understand what is going on and have a team of knowledgeable people who can help make the decisions.",t
SHORIF,Student,UBCx/Climate1x/2T2016,577aa68ef3ea61050b0013fe,initial_post,certificate,0,Please issue us only a certificate that shows we got passing marks rather than exact number,a
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,5745e12af012b705290002c1,initial_post,What did you find with your C-LEARN climate model runs?,12,"In Module 5.3, Activity 3, you might have experimented with the [C-LEARN climate simulation from Climate Interactive][1]. What did you find interesting or surprising about your results? What did it take to model a world that stays below 1.5°C warmer than pre-industrial temperatures?
 
 
 
  [1]: https://www.climateinteractive.org/tools/c-learn/simulation/",t
azleader,Student,UBCx/Climate1x/2T2016,573fb984e1362905230000bb,initial_post,What are the error estimates for Earth's Annual Energy Budget in Module 3.2 chart?,5,"The annual energy budget chart in Module 3.2 is here: 
 
 https://d37djvu3ytnwxt.cloudfront.net/asset-v1:UBCx+Climate1x+2T2016+type@asset+block/M3-2_Q1.jpg
 
 The precision of the figures are vitally important. Error estimates are not provided in the course or in the 2009 paper (that I could find) where the updated numbers originate.
 
 It's important because class questions using this updated chart are used to prove there is an energy imbalance of 0.9W/m-squared due to the greenhouse effect.
  
 If accurate within the error estimates then that's very compelling evidence supporting the theory of human-caused global warming. It's necessary to AGW theory that the imbalance exists.
 
 However, the imbalance is so small that I got the question about the energy balance at the TOA wrong because I used the rounded figures. (I didn't notice the figures out to tenths of a watt at first)
 
 Natural effects, such as solar TSI cyclically varying by about 1W/m-squared, could affect the result, especially given the short time period the data was collected.
 
 Why aren't all the figures in the chart expressed out to tenths? Without that level of accuracy, the TOA imbalance is undetectable. 
 
 I'm puzzled... 
 The chart used in IPCC AR4 showed no imbalance at all. It was based on empirical data collected in the late 1980s when the temperature was rising and therefore there should have been an imbalance.
 
 The updated chart, however, uses empirical data collected in the first few years of the 2000s when there was very little temperature rise and, thus, should have shown less of an imbalance.
 
 How is that explained?",t
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,573e46a6f012b7055c000055,initial_post,Thoughts about the Early Anthropogenic Hypothesis?,12,"In Module 4, there was an optional reading regarding Ruddiman’s “Early Anthropogenic Hypotheses” What are your thoughts about that? Is the available evidence convincing? What other evidence could one look for in order to test the hypothesis?",t
MarthaBG,Student,UBCx/Climate1x/2T2016,573bd3ad8c931a0568000273,initial_post,introduction,0,"Hello all- this is Martha in Boston Massachusetts. I've come in late and am trying ti catch up. As usual with EdX courses, I am awed by the knowledge of the other students. I am a true novice about the science of climate change. I hope to learn something but I don't expect to understand everything.",s
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,57264d62c8371305270005a2,initial_post,Meet your Fellow Participants,107,"Here's a space to introduce yourself and reach out to others with whom you might share interests. You can browse the [Intro Map][1] to find people in your area, or people with common interests, and reach out to them here.
 
 Read the already-existing posts too - you might find that someone has reached out to you!
 
 **This thread might get quite long (which is great!). Usually only the first 25 posts will be visible, so look for the button labeled ""Load All Responses"" down at the bottom, so you can see them all. We may add separate new ""Meet Your Fellow Participants"" threads if this one gets too long.** 
 
 
  [1]: https://courses.edx.org/courses/course-v1:UBCx+Climate1x+2T2016/courseware/bd0f39b530354d6682f6d22b77b03669/d8c8fc76a98a4977bdbaf876ec2cddc6/",s
